Title,US Gross,Worldwide Gross,US DVD Sales,Production Budget,Release Date,MPAA Rating,Running Time (min),Distributor,Source,Major Genre,Creative Type,Director,Rotten Tomatoes Rating,IMDB Rating,IMDB Votes,Release Year,Profit,ROI
Casino Royale,22744718.0,41744718.0,20331557.5,12000000.0,2067-04-28,unknown,107.0,sony pictures,based on book/short story,comedy,contemporary fiction,john huston,30.0,8.0,172936.0,2067.0,29744718.0,247.87265
Camping Sauvage,3479302.0,3479302.0,20331557.5,4600000.0,2004-07-16,,107.0,alliance,original screenplay,comedy,contemporary fiction,unknown,55.0,6.0,378.0,2004.0,-1120698.0,-24.363
The Cotton Club,25928721.0,25928721.0,20331557.5,48000000.0,1984-12-14,unknown,107.0,orion pictures,original screenplay,drama,historical fiction,francis ford coppola,74.0,6.3,6940.0,1984.0,-22071279.0,-45.98183125
Crop Circles: Quest for Truth,0.0,0.0,20331557.5,600000.0,2002-08-23,unknown,107.0,unknown,unknown,unknown,unknown,unknown,60.0,7.1,153.0,2002.0,-600000.0,-100.0
The Cable Guy,60240295.0,102825796.0,20331557.5,47000000.0,1996-06-14,pg-13,95.0,sony pictures,original screenplay,comedy,contemporary fiction,ben stiller,52.0,5.8,51109.0,1996.0,55825796.0,118.77828936170214
Chocolate: Deep Dark Secrets,49000.0,1549000.0,20331557.5,1000000.0,2005-09-16,,107.0,eros entertainment,original screenplay,thriller/suspense,contemporary fiction,unknown,55.0,4.6,527.0,2005.0,549000.0,54.900000000000006
Child's Play,33244684.0,44196684.0,20331557.5,9000000.0,1988-11-09,unknown,107.0,united artists,original screenplay,horror,fantasy,unknown,70.0,6.3,16165.0,1988.0,35196684.0,391.0742666666667
Child's Play 2,26904572.0,34166572.0,20331557.5,13000000.0,1990-11-09,unknown,107.0,universal,original screenplay,horror,fantasy,unknown,38.0,5.1,8666.0,1990.0,21166572.0,162.81978461538463
Chain Reaction,21226204.0,60209334.0,20331557.5,55000000.0,1996-08-02,pg-13,106.0,20th century fox,original screenplay,action,contemporary fiction,andrew davis,13.0,5.2,15817.0,1996.0,5209334.0,9.471516363636363
Charly,814666.0,814666.0,20331557.5,950000.0,2002-09-27,pg,107.0,excel entertainment,based on book/short story,drama,contemporary fiction,unknown,55.0,5.8,60.0,2002.0,-135334.0,-14.245684210526315
Chariots of Fire,57159946.0,57159946.0,20331557.5,5500000.0,1981-09-25,unknown,107.0,sony pictures,based on real life events,drama,dramatization,hugh hudson,86.0,7.3,16138.0,1981.0,51659946.0,939.2717454545455
A Christmas Story,19294144.0,19294144.0,20331557.5,3250000.0,1983-11-18,pg,107.0,mgm,based on book/short story,comedy,historical fiction,unknown,88.0,8.0,51757.0,1983.0,16044144.0,493.6659692307693
Cat on a Hot Tin Roof,17570324.0,17570324.0,20331557.5,3000000.0,2058-09-20,unknown,107.0,mgm,based on play,drama,contemporary fiction,richard brooks,100.0,8.0,14540.0,2058.0,14570324.0,485.67746666666665
C.H.U.D.,4700000.0,4700000.0,20331557.5,1250000.0,1984-08-31,unknown,107.0,new world,original screenplay,horror,fantasy,unknown,55.0,5.0,2806.0,1984.0,3450000.0,276.0
"Charge of the Light Brigade, The",0.0,0.0,20331557.5,1200000.0,2036-10-20,unknown,107.0,warner bros.,based on real life events,action,dramatization,michael curtiz,55.0,6.4,15106.0,2036.0,-1200000.0,-100.0
Crooklyn,13024170.0,13024170.0,20331557.5,14000000.0,1994-05-13,pg-13,107.0,universal,original screenplay,comedy,historical fiction,spike lee,75.0,6.5,3137.0,1994.0,-975830.0,-6.9702142857142855
Festen,1647780.0,1647780.0,20331557.5,1300000.0,1998-10-09,r,107.0,october films,original screenplay,comedy,contemporary fiction,thomas vinterberg,55.0,8.1,26607.0,1998.0,347780.0,26.752307692307692
Cleopatra,48000000.0,62000000.0,20331557.5,36000000.0,2063-06-12,unknown,107.0,20th century fox,based on real life events,drama,dramatization,unknown,40.0,6.8,7870.0,2063.0,26000000.0,72.22222222222221
The Californians,4134.0,4134.0,20331557.5,500000.0,2005-10-21,pg,107.0,fabrication films,original screenplay,drama,contemporary fiction,unknown,55.0,5.1,226.0,2005.0,-495866.0,-99.1732
The Client,92115211.0,117615211.0,20331557.5,45000000.0,1994-07-20,pg-13,107.0,warner bros.,based on book/short story,drama,contemporary fiction,joel schumacher,80.0,6.5,19299.0,1994.0,72615211.0,161.36713555555556
The Calling,32092.0,32092.0,20331557.5,160000.0,2002-03-01,pg,107.0,testimony pictures,original screenplay,drama,contemporary fiction,michael c. brown,55.0,3.4,1113.0,2002.0,-127908.0,-79.94250000000001
Clueless,56598476.0,56598476.0,20331557.5,13700000.0,1995-07-01,pg-13,107.0,paramount pictures,based on book/short story,comedy,contemporary fiction,amy heckerling,83.0,6.7,39055.0,1995.0,42898476.0,313.1275620437956
The Color Purple,93589701.0,93589701.0,20331557.5,15000000.0,1985-12-18,unknown,107.0,warner bros.,based on book/short story,drama,historical fiction,steven spielberg,88.0,7.7,26962.0,1985.0,78589701.0,523.9313400000001
Clerks,3073428.0,3073428.0,20331557.5,27000.0,1994-10-19,r,107.0,miramax,original screenplay,comedy,contemporary fiction,kevin smith,88.0,7.9,89991.0,1994.0,3046428.0,11283.066666666668
Central do Brasil,5969553.0,17006158.0,20331557.5,2900000.0,1998-11-20,r,107.0,sony pictures classics,original screenplay,drama,contemporary fiction,walter salles,55.0,8.0,17343.0,1998.0,14106158.0,486.4192413793104
Clash of the Titans,30000000.0,30000000.0,20331557.5,15000000.0,1981-06-12,unknown,108.0,mgm,traditional/legend/fairytale,adventure,fantasy,unknown,65.0,5.9,45773.0,1981.0,15000000.0,100.0
Clockwatchers,444354.0,444354.0,20331557.5,2000000.0,1998-05-15,pg-13,107.0,artistic license,unknown,unknown,unknown,unknown,55.0,5.9,3171.0,1998.0,-1555646.0,-77.7823
Commando,35073978.0,35073978.0,20331557.5,10000000.0,1985-10-04,unknown,107.0,20th century fox,original screenplay,action,contemporary fiction,unknown,71.0,4.5,49.0,1985.0,25073978.0,250.73978000000002
The Color of Money,52293000.0,52293000.0,20331557.5,10000000.0,1986-10-17,unknown,107.0,walt disney pictures,unknown,drama,contemporary fiction,martin scorsese,91.0,6.9,25824.0,1986.0,42293000.0,422.93
Cinderella,85000000.0,85000000.0,20331557.5,2900000.0,2050-02-15,unknown,107.0,walt disney pictures,traditional/legend/fairytale,drama,fantasy,unknown,92.0,5.1,373.0,2050.0,82100000.0,2831.0344827586205
Congo,81022333.0,152022333.0,20331557.5,50000000.0,1995-06-09,pg-13,107.0,paramount pictures,based on book/short story,adventure,contemporary fiction,frank marshall,21.0,4.6,17954.0,1995.0,102022333.0,204.044666
Conan the Barbarian,38264085.0,38264085.0,20331557.5,20000000.0,1982-05-14,unknown,107.0,universal,based on book/short story,action,fantasy,john milius,76.0,6.8,38886.0,1982.0,18264085.0,91.320425
Conan the Destroyer,26400000.0,26400000.0,20331557.5,18000000.0,1984-06-29,unknown,107.0,universal,based on book/short story,action,fantasy,richard fleischer,29.0,5.4,20368.0,1984.0,8400000.0,46.666666666666664
Class of 1984,6965361.0,6965361.0,20331557.5,3250000.0,1982-08-20,unknown,107.0,united film distribution co.,original screenplay,drama,contemporary fiction,unknown,55.0,6.3,2945.0,1982.0,3715361.0,114.31880000000001
The Clan of the Cave Bear,1953732.0,1953732.0,20331557.5,15000000.0,1986-01-17,unknown,107.0,warner bros.,based on book/short story,adventure,historical fiction,unknown,13.0,4.9,2763.0,1986.0,-13046268.0,-86.97511999999999
The Case of the Grinning Cat,7033.0,7033.0,20331557.5,200000.0,2006-07-21,,107.0,first run/icarus,based on real life events,documentary,factual,unknown,55.0,6.4,15106.0,2006.0,-192967.0,-96.4835
Bacheha-Ye aseman,925402.0,925402.0,20331557.5,180000.0,1999-01-22,pg,107.0,miramax,original screenplay,comedy,contemporary fiction,unknown,55.0,8.0,6657.0,1999.0,745402.0,414.1122222222222
Coming Home,32653000.0,32653000.0,20331557.5,3000000.0,1978-01-01,unknown,107.0,unknown,unknown,unknown,unknown,hal ashby,81.0,7.3,4410.0,1978.0,29653000.0,988.4333333333334
Nanjing! Nanjing!,0.0,20000000.0,20331557.5,12000000.0,2009-11-17,r,107.0,national geographic entertainment,unknown,unknown,unknown,unknown,55.0,7.6,1725.0,2009.0,8000000.0,66.66666666666666
Cool Runnings,68856263.0,155056263.0,20331557.5,14000000.0,1993-10-01,unknown,107.0,walt disney pictures,based on real life events,comedy,contemporary fiction,jon turteltaub,73.0,6.5,24533.0,1993.0,141056263.0,1007.5447357142858
Conquest of the Planet of the Apes,9700000.0,9700000.0,20331557.5,1700000.0,1972-01-01,unknown,107.0,unknown,unknown,unknown,unknown,jack lee thompson,44.0,5.8,6188.0,1972.0,8000000.0,470.5882352941177
Cure,94596.0,94596.0,20331557.5,10000.0,2001-07-06,,107.0,unknown,unknown,unknown,unknown,unknown,55.0,7.4,2724.0,2001.0,84596.0,845.96
Dayereh,673780.0,673780.0,20331557.5,10000.0,2001-03-09,,107.0,winstar cinema,original screenplay,drama,contemporary fiction,unknown,55.0,7.3,1851.0,2001.0,663780.0,6637.8
Karakter,713413.0,713413.0,20331557.5,4500000.0,1998-03-27,r,107.0,sony pictures classics,based on book/short story,drama,historical fiction,unknown,55.0,7.8,5531.0,1998.0,-3786587.0,-84.14637777777779
Creepshow,20036244.0,20036244.0,20331557.5,8000000.0,1982-11-10,unknown,107.0,warner bros.,based on book/short story,horror,fantasy,george a. romero,67.0,6.5,12530.0,1982.0,12036244.0,150.45305
Creepshow 2,14000000.0,14000000.0,20331557.5,3500000.0,1987-05-01,unknown,107.0,new world,based on book/short story,horror,fantasy,unknown,26.0,5.4,5910.0,1987.0,10500000.0,300.0
The Crying Game,62546695.0,62546695.0,20331557.5,4000000.0,1992-11-25,r,107.0,miramax,original screenplay,drama,contemporary fiction,neil jordan,100.0,7.3,21195.0,1992.0,58546695.0,1463.667375
Crimson Tide,91387195.0,159387195.0,20331557.5,55000000.0,1995-05-12,r,107.0,walt disney pictures,original screenplay,action,contemporary fiction,tony scott,86.0,7.2,33354.0,1995.0,104387195.0,189.7949
Caravans,1000000.0,1000000.0,20331557.5,14000000.0,1978-01-01,unknown,107.0,universal,based on book/short story,adventure,historical fiction,unknown,55.0,5.8,173.0,1978.0,-13000000.0,-92.85714285714286
Crying With Laughter,0.0,0.0,20331557.5,820000.0,2009-12-31,unknown,107.0,unknown,unknown,unknown,unknown,unknown,55.0,6.4,15106.0,2009.0,-820000.0,-100.0
Fengkuang de Shitou,0.0,3000000.0,20331557.5,500000.0,2006-06-30,unknown,107.0,unknown,original screenplay,black comedy,contemporary fiction,unknown,55.0,7.6,1209.0,2006.0,2500000.0,500.0
Casablanca,10462500.0,10462500.0,20331557.5,950000.0,1942-01-01,unknown,107.0,warner bros.,based on play,drama,historical fiction,michael curtiz,97.0,8.8,167939.0,1942.0,9512500.0,1001.3157894736843
Casino,42438300.0,110400000.0,20331557.5,52000000.0,1995-11-22,r,107.0,universal,based on book/short story,drama,historical fiction,martin scorsese,81.0,8.1,108634.0,1995.0,58400000.0,112.3076923076923
Can't Stop the Music,2000000.0,2000000.0,20331557.5,20000000.0,1980-01-01,unknown,107.0,unknown,original screenplay,musical,contemporary fiction,unknown,55.0,3.5,2146.0,1980.0,-18000000.0,-90.0
Catch-22,24911670.0,24911670.0,20331557.5,18000000.0,2070-06-24,unknown,107.0,paramount pictures,based on book/short story,comedy,historical fiction,mike nichols,87.0,7.1,9671.0,2070.0,6911670.0,38.39816666666667
City Hall,20278055.0,20278055.0,20331557.5,40000000.0,1996-02-16,r,111.0,sony pictures,original screenplay,drama,contemporary fiction,harold becker,55.0,6.1,9908.0,1996.0,-19721945.0,-49.3048625
La femme de chambre du Titanic,244465.0,244465.0,20331557.5,10000000.0,1998-08-14,unknown,107.0,mgm,based on book/short story,drama,historical fiction,unknown,55.0,6.8,822.0,1998.0,-9755535.0,-97.55534999999999
Cat People,4000000.0,8000000.0,20331557.5,134000.0,2042-11-16,unknown,107.0,rko radio pictures,original screenplay,drama,fantasy,unknown,91.0,5.9,6791.0,2042.0,7866000.0,5870.149253731343
Courage Under Fire,59003384.0,100833145.0,20331557.5,46000000.0,1996-07-12,r,115.0,20th century fox,original screenplay,drama,historical fiction,edward zwick,85.0,6.6,19682.0,1996.0,54833145.0,119.20248913043478
C'era una volta il West,5321508.0,5321508.0,20331557.5,5000000.0,2069-05-28,pg-13,107.0,paramount pictures,original screenplay,western,historical fiction,sergio leone,55.0,8.8,74184.0,2069.0,321508.0,6.43016
The Conversation,4420000.0,4420000.0,20331557.5,1600000.0,2074-04-07,unknown,107.0,paramount pictures,original screenplay,thriller/suspense,contemporary fiction,francis ford coppola,98.0,8.1,33005.0,2074.0,2820000.0,176.25
Cavite,70071.0,71644.0,20331557.5,7000.0,2006-05-26,,107.0,truly indie,original screenplay,thriller/suspense,contemporary fiction,unknown,55.0,6.0,487.0,2006.0,64644.0,923.4857142857143
Copycat,32051917.0,32051917.0,20331557.5,20000000.0,1995-10-27,r,107.0,warner bros.,original screenplay,thriller/suspense,contemporary fiction,jon amiel,75.0,6.5,17182.0,1995.0,12051917.0,60.259585
Dark Angel,4372561.0,4372561.0,20331557.5,7000000.0,1990-09-28,unknown,107.0,triumph releasing,original screenplay,action,science fiction,unknown,55.0,5.3,3396.0,1990.0,-2627439.0,-37.534842857142856
"Boot, Das",11487676.0,84970337.0,20331557.5,12000000.0,1982-02-10,r,107.0,sony/columbia,based on book/short story,drama,historical fiction,wolfgang petersen,55.0,4.3,2184.0,1982.0,72970337.0,608.0861416666667
Desperado,25532388.0,25532388.0,20331557.5,7000000.0,1995-08-25,r,107.0,sony pictures,original screenplay,action,contemporary fiction,robert rodriguez,61.0,7.0,51515.0,1995.0,18532388.0,264.7484
Diamonds Are Forever,43800000.0,116000000.0,20331557.5,7200000.0,2071-12-17,unknown,107.0,mgm,based on book/short story,action,unknown,guy hamilton,67.0,6.7,25354.0,2071.0,108800000.0,1511.111111111111
The Dark Half,9579068.0,9579068.0,20331557.5,15000000.0,1993-04-23,unknown,107.0,orion pictures,based on book/short story,horror,fantasy,george a. romero,55.0,5.7,5488.0,1993.0,-5420932.0,-36.13954666666667
The Dark Hours,423.0,423.0,20331557.5,400000.0,2005-10-13,r,107.0,freestyle releasing,unknown,horror,unknown,unknown,55.0,6.3,2804.0,2005.0,-399577.0,-99.89425
Dick Tracy,103738726.0,162738726.0,20331557.5,47000000.0,1990-06-15,unknown,107.0,walt disney pictures,based on comic/graphic novel,action,super hero,warren beatty,65.0,5.9,25364.0,1990.0,115738726.0,246.25260851063828
Decoys,84733.0,84733.0,20331557.5,5000000.0,2004-02-27,r,107.0,unknown,unknown,unknown,unknown,unknown,55.0,4.4,2486.0,2004.0,-4915267.0,-98.30534
Dawn of the Dead,5100000.0,55000000.0,20331557.5,1500000.0,1979-04-20,unknown,107.0,united film distribution co.,unknown,horror,unknown,unknown,55.0,7.4,73875.0,1979.0,53500000.0,3566.6666666666665
Death Becomes Her,58422650.0,149022650.0,20331557.5,55000000.0,1992-07-31,unknown,107.0,universal,original screenplay,comedy,fantasy,robert zemeckis,53.0,6.0,27681.0,1992.0,94022650.0,170.95027272727273
Def-Con 4,210904.0,210904.0,20331557.5,1300000.0,1985-03-15,unknown,107.0,new world,original screenplay,action,science fiction,unknown,55.0,3.8,639.0,1985.0,-1089096.0,-83.77661538461538
The Day the Earth Stood Still,3700000.0,3700000.0,20331557.5,1200000.0,2003-03-04,unknown,107.0,unknown,unknown,unknown,unknown,unknown,94.0,5.5,51517.0,2003.0,2500000.0,208.33333333333334
Deep Throat,45000000.0,45000000.0,20331557.5,25000.0,2072-06-30,unknown,107.0,unknown,unknown,unknown,unknown,unknown,55.0,5.2,3075.0,2072.0,44975000.0,179900.0
The Dead Zone,20766000.0,20766000.0,20331557.5,10000000.0,1983-10-21,unknown,107.0,paramount pictures,based on book/short story,horror,fantasy,david cronenberg,55.0,7.3,19485.0,1983.0,10766000.0,107.66
Dragonheart,51364680.0,104364680.0,20331557.5,57000000.0,1996-05-31,pg-13,108.0,universal,original screenplay,adventure,fantasy,rob cohen,50.0,6.2,26309.0,1996.0,47364680.0,83.0959298245614
Die Hard,81350242.0,139109346.0,20331557.5,28000000.0,1988-07-15,unknown,107.0,20th century fox,based on book/short story,action,contemporary fiction,john mctiernan,94.0,7.3,237.0,1988.0,111109346.0,396.81909285714283
Diner,12592907.0,12592907.0,20331557.5,5000000.0,1982-04-02,unknown,107.0,mgm,original screenplay,comedy,historical fiction,barry levinson,96.0,7.1,7803.0,1982.0,7592907.0,151.85814
Dil Jo Bhi Kahey...,129319.0,129319.0,20331557.5,1600000.0,2005-09-23,,107.0,eros entertainment,original screenplay,drama,unknown,unknown,55.0,5.0,159.0,2005.0,-1470681.0,-91.9175625
Don Juan DeMarco,22032635.0,22032635.0,20331557.5,25000000.0,1995-04-07,pg-13,107.0,new line,original screenplay,drama,contemporary fiction,unknown,73.0,6.6,20386.0,1995.0,-2967365.0,-11.86946
Tales from the Crypt: Demon Knight,21089146.0,21089146.0,20331557.5,12000000.0,1995-01-13,r,107.0,universal,original screenplay,horror,fantasy,unknown,55.0,6.4,6430.0,1995.0,9089146.0,75.74288333333334
Dead Man Walking,39387284.0,83088295.0,20331557.5,11000000.0,1995-12-29,r,107.0,gramercy,based on real life events,drama,dramatization,tim robbins,94.0,7.6,32159.0,1995.0,72088295.0,655.3481363636363
Dangerous Liaisons,34700000.0,34700000.0,20331557.5,14000000.0,1988-12-21,unknown,107.0,warner bros.,based on book/short story,drama,historical fiction,stephen frears,93.0,7.7,25761.0,1988.0,20700000.0,147.85714285714286
Donovan's Reef,6600000.0,6600000.0,20331557.5,2686000.0,1963-01-01,unknown,107.0,unknown,unknown,unknown,unknown,john ford,60.0,6.6,2907.0,1963.0,3914000.0,145.71854058078927
Due occhi diabolici,349618.0,349618.0,20331557.5,9000000.0,1991-10-25,unknown,107.0,unknown,unknown,unknown,unknown,unknown,55.0,5.9,2059.0,1991.0,-8650382.0,-96.11535555555555
Double Impact,29090445.0,29090445.0,20331557.5,16000000.0,1991-08-09,unknown,107.0,sony pictures,original screenplay,action,contemporary fiction,sheldon lettich,8.0,4.7,10426.0,1991.0,13090445.0,81.81528125
The Doors,34167219.0,34167219.0,20331557.5,40000000.0,1991-03-01,unknown,107.0,sony pictures,based on real life events,drama,dramatization,oliver stone,57.0,7.0,29750.0,1991.0,-5832781.0,-14.5819525
Day of the Dead,5804262.0,34004262.0,20331557.5,3500000.0,1985-07-03,unknown,107.0,united film distribution co.,unknown,horror,unknown,george a. romero,78.0,4.5,8395.0,1985.0,30504262.0,871.5503428571429
Days of Thunder,82670733.0,157670733.0,20331557.5,60000000.0,1990-06-27,unknown,107.0,paramount pictures,original screenplay,action,contemporary fiction,tony scott,40.0,5.4,25395.0,1990.0,97670733.0,162.784555
Dracula: Pages from a Virgin's Diary,39659.0,84788.0,20331557.5,1100000.0,2003-05-14,,107.0,unknown,unknown,unknown,unknown,unknown,55.0,7.0,1013.0,2003.0,-1015212.0,-92.292
Dolphin,14000.0,14000.0,20331557.5,170000.0,1979-06-01,unknown,107.0,unknown,based on real life events,documentary,factual,unknown,55.0,5.8,134.0,1979.0,-156000.0,-91.76470588235294
Drei,0.0,0.0,20331557.5,7200000.0,,unknown,107.0,unknown,unknown,unknown,unknown,tom tykwer,55.0,6.4,15106.0,,-7200000.0,-100.0
The Dress,16556.0,16556.0,20331557.5,2650000.0,1998-01-16,,107.0,attitude films,original screenplay,drama,unknown,unknown,55.0,7.6,1844.0,1998.0,-2633444.0,-99.37524528301887
The Deer Hunter,50000000.0,50000000.0,20331557.5,15000000.0,1979-01-01,unknown,107.0,universal,original screenplay,drama,unknown,michael cimino,55.0,8.2,88095.0,1979.0,35000000.0,233.33333333333334
Dragonslayer,6000000.0,6000000.0,20331557.5,18000000.0,1981-06-26,unknown,107.0,paramount pictures,original screenplay,action,fantasy,unknown,82.0,6.8,4945.0,1981.0,-12000000.0,-66.66666666666666
